Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
United States of America,2000,Female,Not applicable,Number,1225978
United States of America,1999,Female,Not applicable,Number,1165775
United States of America,1999,All genders,Not applicable,Number,2069033
United States Virgin Islands,2007,Female,Not applicable,Number,275
United States Virgin Islands,2007,All genders,Not applicable,Number,321
Uruguay,2010,Female,Not applicable,Number,4842
Uruguay,2010,All genders,Not applicable,Number,7551
Uruguay,2009,All genders,Not applicable,Number,8704
Uruguay,2009,Female,Not applicable,Number,5733
Uruguay,2008,Female,Not applicable,Number,6166
Uruguay,2008,All genders,Not applicable,Number,9470
Uruguay,2007,All genders,Not applicable,Number,8902
Uruguay,2007,Female,Not applicable,Number,6123
Uruguay,2006,Female,Not applicable,Number,5586
Uruguay,2006,All genders,Not applicable,Number,8485
Uruguay,2005,All genders,Not applicable,Number,7869
Uruguay,2005,Female,Not applicable,Number,5397
Uruguay,2004,Female,Not applicable,Number,5010
Uruguay,2004,All genders,Not applicable,Number,7511
Uruguay,2003,All genders,Not applicable,Number,6904
Uruguay,2003,Female,Not applicable,Number,4512
Uruguay,2002,Female,Not applicable,Number,4993
Uruguay,2002,All genders,Not applicable,Number,7476
Uruguay,2001,Female,Not applicable,Number,4585
Uruguay,2001,All genders,Not applicable,Number,6459
Uruguay,1999,All genders,Not applicable,Number,7152
Uruguay,1999,Female,Not applicable,Number,4603
Uzbekistan,2011,Female,Not applicable,Number,34194
Uzbekistan,2011,All genders,Not applicable,Number,77217
Uzbekistan,2010,All genders,Not applicable,Number,72600
Uzbekistan,2010,Female,Not applicable,Number,30773
Uzbekistan,2009,Female,Not applicable,Number,35598
Uzbekistan,2009,All genders,Not applicable,Number,83515
Uzbekistan,2008,All genders,Not applicable,Number,73727
Uzbekistan,2008,Female,Not applicable,Number,28556
Uzbekistan,2007,Female,Not applicable,Number,24046
Uzbekistan,2007,All genders,Not applicable,Number,61400
Uzbekistan,2006,All genders,Not applicable,Number,58697
Uzbekistan,2006,Female,Not applicable,Number,24284
Vanuatu,2003,Female,Not applicable,Number,331
Vanuatu,2003,All genders,Not applicable,Number,914
Venezuela (Bolivarian Republic of),2004,All genders,Not applicable,Number,101112
Venezuela (Bolivarian Republic of),2002,All genders,Not applicable,Number,109487
Venezuela (Bolivarian Republic of),2002,Female,Not applicable,Number,66018
Venezuela (Bolivarian Republic of),2000,Female,Not applicable,Number,38243
Venezuela (Bolivarian Republic of),2000,All genders,Not applicable,Number,60912
Viet Nam,2014,Female,Not applicable,Number,209157
Viet Nam,2014,All genders,Not applicable,Number,420607
Viet Nam,2013,All genders,Not applicable,Number,406068
Viet Nam,2013,Female,Not applicable,Number,174567
Viet Nam,2012,Female,Not applicable,Number,154590
Viet Nam,2012,All genders,Not applicable,Number,417436
Viet Nam,2010,All genders,Not applicable,Number,273301
Viet Nam,2010,Female,Not applicable,Number,122421
Viet Nam,2009,Female,Not applicable,Number,98612
Viet Nam,2009,All genders,Not applicable,Number,224762
Viet Nam,2008,All genders,Not applicable,Number,243517
Viet Nam,2008,Female,Not applicable,Number,104887
Viet Nam,2007,Female,Not applicable,Number,105936
Viet Nam,2007,All genders,Not applicable,Number,242026
Viet Nam,2005,All genders,Not applicable,Number,182489
Viet Nam,2005,Female,Not applicable,Number,77330
Yemen,2007,Female,Not applicable,Number,8846
Yemen,2007,All genders,Not applicable,Number,26527
Yemen,2006,All genders,Not applicable,Number,26803
Yemen,2006,Female,Not applicable,Number,8313
Zimbabwe,2013,Female,Not applicable,Number,6485
Zimbabwe,2013,All genders,Not applicable,Number,13637
Zimbabwe,2012,All genders,Not applicable,Number,15911
Zimbabwe,2012,Female,Not applicable,Number,7027
Zimbabwe,2011,Female,Not applicable,Number,6896
Zimbabwe,2011,All genders,Not applicable,Number,15751
Zimbabwe,2010,All genders,Not applicable,Number,30510
Zimbabwe,2010,Female,Not applicable,Number,13801
